 VOCS2U  VV   1  1.11600   0.55075   0.01200   0.36717    0.0000    0.0000    0.2500   1    SS316LN ;
 VOCS3U  VV   2  1.11600   0.91792   0.01200   0.36717    0.0000    0.0000    0.1667   1    SS316LN ;
 VOD4U   VV   2  1.12598   1.17733   0.01210   0.15167    0.0000   82.5000    0.1667   1    SS316LN ;
 VOD5U   VV   2  1.16524   1.32383   0.05854   0.03136   67.5000    0.0000    0.1667   1    SS316LN ;
 VOD6U   VV   3  1.30175   1.50175   0.21449   0.01697   45.0000    0.0000    0.2500   1    SS316LN ;
 VOD7U   VV   3  1.47950   1.63490   0.14100   0.01278 	 20.1363    0.0000    0.2500   1    SS316LN ;
 VOD8U   VV   4  1.62600   1.67410   0.15200   0.01219   10.0000    0.0000    0.2500   1    SS316LN ;
 VOD9U   VV   4  1.92600   1.64032   0.44800   0.01226  -11.8935    0.0000    0.2500   1    SS316LN ;
 VOD10U  VV   5  2.35354   1.47656   0.40708   0.01385  -29.9720    0.0000    0.1250   1    SS316LN ;
 VOD11U  VV   5  2.69473   1.23426   0.27530   0.01628  -42.5000    0.0000    0.1250   1    SS316LN ;
 VOD12U  VV   5  2.89281   1.01128   0.12087   0.02267  -58.0367    0.0000    0.1250   1    SS316LN ;
 VOD13U  VV   5  2.96862   0.82722   0.01219   0.17443    0.0000  100.0000    0.1250   1    SS316LN ;
 VOW14U  VV   6  2.98400   0.55500   0.01200   0.37000    0.0000    0.0000    0.2500   1    SS316LN ;
 VOW15U  VV   6  2.98400   0.18500   0.01200   0.37000    0.0000    0.0000    0.2500   1    SS316LN ; 
 VOW15L  VV   7  2.98400  -0.18500   0.01200   0.37000    0.0000    0.0000    0.2500   1    SS316LN ;Outer lower vessel segments
 VOW14L  VV   7  2.98400  -0.55500   0.01200   0.37000    0.0000    0.0000    0.2500   1    SS316LN ;
 VOD13L  VV   8  2.96862  -0.82722   0.01219   0.17443    0.0000 -100.0000    0.1250   1    SS316LN ;
 VOD12L  VV   8  2.89281  -1.01128   0.12087   0.02267   58.0367    0.0000    0.1250   1    SS316LN ;
 VOD11L  VV   8  2.69473  -1.23426   0.27530   0.01628   42.5000    0.0000    0.1250   1    SS316LN ;
 VOD10L  VV   8  2.35354  -1.47656   0.40708   0.01385   29.9720    0.0000    0.1250   1    SS316LN ;
 VOD9L   VV   9  1.92600  -1.64032   0.44800   0.01226   11.8935    0.0000    0.2500   1    SS316LN ;
 VOD8L   VV   9  1.62600  -1.67410   0.15200   0.01219  -10.0000    0.0000    0.2500   1    SS316LN ;
 VOD7L   VV  10  1.47950  -1.63490   0.14100   0.01278 	-20.1363    0.0000    0.2500   1    SS316LN ;
 VOD6L   VV  10  1.30175  -1.50175   0.21449   0.01697  -45.0000    0.0000    0.2500   1    SS316LN ;
 VOD5L   VV  11  1.16524  -1.32383   0.05854   0.03136  -67.5000    0.0000    0.1667   1    SS316LN ;
 VOD4L   VV  11  1.12598  -1.17733   0.01210   0.15167    0.0000  -82.5000    0.1667   1    SS316LN ;
 VOCS3L  VV  11  1.11600  -0.91792   0.01200   0.36717    0.0000    0.0000    0.1667   1    SS316LN ;
 VOCS2L  VV  12  1.11600  -0.55075   0.01200   0.36717    0.0000    0.0000    0.2500   1    SS316LN ;
 VOCS1L  VV  12  1.11600  -0.18358   0.01200   0.36717    0.0000    0.0000    0.2500   1    SS316LN ;
 VICS1U  VV   1  1.15400   0.17267   0.01200   0.34533    0.0000    0.0000    0.2500   1    SS316LN ;Inner upper vessel segments
 VICS2U  VV   1  1.15400   0.51800   0.01200   0.34533    0.0000    0.0000    0.2500   1    SS316LN ;
 VICS3U  VV   2  1.15400   0.86333   0.01200   0.34533    0.0000    0.0000    0.1667   1    SS316LN ;
 VID4U   VV   2  1.16334   1.10692   0.01210   0.14183    0.0000   82.5000    0.1667   1    SS316LN ;
 VID5U   VV   2  1.20005   1.24392   0.05475   0.03136   67.5000    0.0000    0.1667   1    SS316LN ;
 VID6U   VV   3  1.32771   1.41029   0.20058   0.01697   45.0000    0.0000    0.2500   1    SS316LN ;
 VID7U   VV   3  1.48900   1.53383   0.12200   0.01284   20.8642    0.0000    0.2500   1    SS316LN ;
 VID8U   VV   4  1.62600   1.57060   0.15200   0.01219   10.0000    0.0000    0.2500   1    SS316LN ;
 VID9U   VV   4  1.92600   1.53235   0.44800   0.01232  -13.0000    0.0000    0.2500   1    SS316LN ;
 VID10U  VV   5  2.25760   1.40759   0.21520   0.01458  -34.5822    0.0000    0.1250   1    SS316LN ;
 VID11U  VV   5  2.51013   1.20008   0.28986   0.01628  -42.5000    0.0000    0.1250   1    SS316LN ;
 VID12U  VV   5  2.71889   0.96965   0.12766   0.02193  -56.8237    0.0000    0.1250   1    SS316LN ;
 VID13U  VV   5  2.79436   0.80601   0.01219   0.13202    0.0000  100.0000    0.1250   1    SS316LN ;
 VIW14U  VV   6  2.80600   0.55500   0.01200   0.37000    0.0000    0.0000    0.2500   1    SS316LN ;
 VIW15U  VV   6  2.80600   0.18500   0.01200   0.37000    0.0000    0.0000    0.2500   1    SS316LN ;
 VIW15L  VV   7  2.80600  -0.18500   0.01200   0.37000    0.0000    0.0000    0.2500   1    SS316LN ;Inner lower vessel segments
 VIW14L  VV   7  2.80600  -0.55500   0.01200   0.37000    0.0000    0.0000    0.2500   1    SS316LN ;
 VID13L  VV   8  2.79436  -0.80601   0.01219   0.13202    0.0000 -100.0000    0.1250   1    SS316LN ;
 VID12L  VV   8  2.71889  -0.96965   0.12766   0.02193   56.8237    0.0000    0.1250   1    SS316LN ;
 VID11L  VV   8  2.51013  -1.20008   0.28986   0.01628   42.5000    0.0000    0.1250   1    SS316LN ;
 VID10L  VV   8  2.25760  -1.40759   0.21520   0.01458   34.5822    0.0000    0.1250   1    SS316LN ;
 VID9L   VV   9  1.92600  -1.53235   0.44800   0.01232   13.0000    0.0000    0.2500   1    SS316LN ;
 VID8L   VV   9  1.62600  -1.57060   0.15200   0.01219  -10.0000    0.0000    0.2500   1    SS316LN ;
 VID7L   VV  10  1.48900  -1.53383   0.12200   0.01284  -20.8642    0.0000    0.2500   1    SS316LN ;
 VID6L   VV  10  1.32771  -1.41029   0.20058   0.01697  -45.0000    0.0000    0.2500   1    SS316LN ;
 VID5L   VV  11  1.20005  -1.24392   0.05475   0.03136  -67.5000    0.0000    0.1667   1    SS316LN ;
 VID4L   VV  11  1.16334  -1.10692   0.01210   0.14183    0.0000  -82.5000    0.1667   1    SS316LN ;
 VICS3L  VV  11  1.15400  -0.86333   0.01200   0.34533    0.0000    0.0000    0.1667   1    SS316LN ;
 VICS2L  VV  12  1.15400  -0.51800   0.01200   0.34533    0.0000    0.0000    0.2500   1    SS316LN ;
 VICS1L  VV  12  1.15400  -0.17267   0.01200   0.34533    0.0000    0.0000    0.2500   1    SS316LN ;
